SEC 001,001,1020,000000227,000000261,000000000,000128950,01
ART 091216,000000,F. CONO DE MINIFUETS TRUF,001,0001,1020,090430,0000450,000000001,000000000,000000450,0000000,0000000,01
ART 091216,000000,BUTIFARRA NEGRA PIEZA MAS,001,0001,121,000010,0000430,000000001,000000000,000000430,0000000,0000012,01
ART 091216,000000,Q. EL BUNCH DE LE BOLUT  ,001,0001,310,032152,0000505,000000001,000000000,000000505,0000000,0000000,01
ART 091216,000000,Q. VACA 500 GR           ,001,0001,310,031805,0002530,000000000,000000415,000001050,0000000,0000000,01
ART 091216,000000,Q. TETILLA D.O.          ,001,0001,310,003328,0001835,000000000,000000415,000000762,0000000,0000000,01
ART 091216,000000,BUTIFARRA PEROL PIEZA MAS,001,0001,121,000013,0000445,000000001,000000000,000000445,0000000,0000012,01
ART 091216,000000,CHORIZO IBERICO VELA BTA.,001,0001,110,011807,0002410,000000000,000000310,000000747,0000000,0000060,01
ART 091216,000000,Q. RECLETTE SUIZA MARGOT ,001,0001,310,031889,0002195,000000000,000000420,000000922,0000000,0000000,01
ART 091216,000000,F. BASTONETS ENVASATS    ,001,0001,1020,090431,0000600,000000002,000000000,000001200,0000000,0000000,01
ART 091216,000000,PURE DE TOMATE 580 ML.   ,001,0001,410,042017,0000445,000000002,000000000,000000890,0000000,0000000,01
ART 091216,000000,Varios...                ,001,0000,000,000000,0000500,000000001,000000000,000000500,0000000,0000000,01
ART 091216,000000,JAMON IB. BELLOTA D.O. YD,001,0001,215,020000,0018500,000000000,000000295,000005458,0000000,0000060,01
ART 091216,000000,BUTIFARRA BLANCA CON FOIE,001,0001,121,011757,0003705,000000000,000000520,000001927,0000000,0000012,01
ART 091216,000000,BUTIFARRA BLANCA CON MOZZ,001,0001,121,010075,0002330,000000000,000000275,000000641,0000000,0000012,01
ART 091216,000000,JAMON S. G. RESERVA DUROC,001,0001,215,020256,0004800,000000000,000000240,000001152,0000000,0000060,01
ART 091216,000000,LONGANIZA DE PIMIENTA    ,001,0001,110,000016,0003195,000000000,000000215,000000687,0000000,0000060,01
ART 091216,000000,BURRATA TAKE AWAY 250 GR ,001,0001,310,030122,0000645,000000001,000000000,000000645,0000000,0000000,01
ART 091216,000000,ESPALDA IB. BELLOTA YDETA,001,0001,215,020074,0012000,000000000,000000350,000004200,0000000,0000060,01
ART 091216,000000,Q. LA BOMBA CURADO KG    ,001,0001,310,030234,0003975,000000000,000000160,000000636,0000000,0000000,01
ART 091216,000000,Q. COMTE LA VACHE 18 M.  ,001,0001,310,032012,0003170,000000000,000000190,000000602,0000000,0000000,01
ART 091216,000000,Q. BRIE MEAUX REN. GILLAR,001,0001,310,031999,0002705,000000000,000000160,000000433,0000000,0000000,01
ART 091216,000000,Q. MANCHEGO SEMI LAS TERC,001,0001,310,032147,0002745,000000000,000000275,000000755,0000000,0000000,01
VND 0095,MERCEDES                 ,000029657,000003300,000029357,000000062,000000067,000000560,000000001,000000000,01
VND 0079,ALBERTO                  ,000019881,000000000,000019381,000000008,000000012,000001775,000000000,000000000,01
VND 0084,MAITE                    ,000008963,000000000,000008463,000000009,000000015,000000935,000000000,000000000,01
VND 0084,MAITE                    ,000047644,000000700,000047144,000000075,000000098,000001110,000000003,000000000,01
VND 0019,PACO                     ,000060285,000001272,000059785,000000036,000000047,000006970,000000001,000000000,01
VND 0095,MERCEDES                 ,000060400,000002210,000060100,000000109,000000129,000003735,000000007,000000000,01
VND 0079,ALBERTO                  ,000018722,000000000,000018222,000000020,000000022,000001240,000000000,000000000,01
VND 0020,MARTÍ                    ,000058591,000000475,000054290,000000035,000000057,000011605,000000001,000000000,01
VND 0076,ELENA                    ,000000500,000000500,000000000,000000001,000000001,000000000,000000001,000000000,01
VND 0042,JOSE LUIS                ,000040340,000000000,000040040,000000078,000000093,000000000,000000000,000000000,01
VND 0084,MAITE                    ,000000000,000000000,000000000,000000001,000000001,000000000,000000000,000000000,01
VND 0095,MERCEDES                 ,000000000,000000000,000000000,000000001,000000002,000000000,000000000,000000000,01
VND 0019,PACO                     ,000000000,000000000,000000000,000000001,000000002,000000000,000000000,000000000,01
VND 0019,PACO                     ,000018665,000003713,000018000,000000011,000000023,000004090,000000003,000000000,01
VND 0042,JOSE LUIS                ,000015099,000000000,000014499,000000016,000000023,000001535,000000000,000000000,01
VND 0020,MARTÍ                    ,000009464,000000201,000008790,000000008,000000012,000002495,000000001,000000000,01
VND 0020,MARTÍ                    ,000000000,000000000,000000000,000000001,000000001,000000000,000000000,000000000,01
