SEC 001,000,0001,000000002,000000002,000000340,000000303,01
SEC 001,000,0000,000000001,000000001,000000100,000000130,01
ART 061216,000015,TAPA PLANA               ,001,0000,001,000015,0000825,000000000,000000170,000000140,0000000,0000000,01
ART 061216,000001,ESPATLLA                 ,001,0000,001,000001,0000960,000000000,000000170,000000163,0000000,0000000,01
ART 061216,000000,Varios...                ,001,0000,000,000000,0001299,000000000,000000100,000000130,0000000,0000000,01
VND 0101,                         ,000000466,000000000,000000303,000000002,000000002,000000340,000000000,000000000,01
VND 0101,                         ,000000260,000000000,000000130,000000001,000000001,000000100,000000000,000000000,01
