000001010000JAMONES                    10000000             0000012000000000000005000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    U02000    00000000    000
000002010000JAMONES PESO                2300000             0000012000000000000005000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    W00000    00000000    000
000003010000QUESOS                      3500000             0000023000000000000005000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    W00000    00000000    000
000004010000QUESOS PESO                 4400000             0000023000000000000005000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    W00000    00000000    000
000012010000prueba                      1000000             0000012000000000000005000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    U01000    00002000    000
