50000001010011000000401280W0000TRIPAKIT                 0000000000600000000000            00
50000002010001000000101590W0000XERRAK                   0000000000600000000000            00
50000003010002000000102150W0000TXULETA                  0000000000600000000000            00
50000004010003000000102150W0000TXULETA                  0000000000600000000000            00
50000005010004000000102150W0000TXULETA                  0000000000600000000000            00
50000006010005000000101200W0000PICADILLO                0000000000600000000000            00
50000007010006000000201150W0000PETXUGAK                 0000000000600000000000            00
50000008010007000000200700W0000IZTARRA                  0000000000600000000000            00
50000009010008000000200810W0000HEGOAK                   0000000000600000000000            00
50000010010009000000200990W0000LUMAGORRI OILASKOA       0000000000600000000000            00
50000011010010000000200590W0000OILASKOA                 0000000000600000000000            00
50000012010012000000200600U0000POLLO                    0000000000600000000000            00
50000013010013000000400000U0000TXORIZO BEREZIA          0000000000600000000000            00
50000014010014000000401250W0000ETXEKO TXORIZOA          0000000000600000000000            00
50000015010015000000400320W0000TEJAS 3,2                0000000000600000000000            00
50000016010016000000900320U0000HUEVOS                   0000000000800000000000            00
50000017010017000000900120U0000ESNEA                    000000000080000000000084370093780000
50000018010018000000900340U0000MANTEKILLA               000000000060000000000040363000102700
50000019010019000000900170U0000MANT.BETELU 100GRS.      000000000060000000000084285220000700
50000020010020000000900340U0000MANT.BETELU 200GRS       000000000060000000000084285220000800
50000021010021000000900000U0000YOGUR                    0000000000600000000000            00
50000022010022000000800000U0000OGIA                     0000000000800000000000            00
50000023010023000000800000U0000PASTAS                   0000000000600000000000            00
50000024010024000000800000U0000CHOCOLATE                0000000000600000000000            00
50000025010025000000200000W0000OILASKOA                 0000000000600000000000            00
50000026010026000000300000W0000TXERRIA                  0000000000600000000000            00
50000027010027000000300000W0000TXERRIA                  0000000000600000000000            00
50000028010028000000600000W0000URDAIAZPIKOA             0000000000600000000000            00
50000029010029000000600000W0000TXORIZOA                 0000000000600000000000            00
50000030010030000000600000W0000XOLOMO IBERIKOA          0000000000600000000000            00
50000031010031000000600000W0000SALTXITXOIA              0000000000600000000000            00
50000032010032000000600000W0000GAZTA                    0000000000800000000000            00
50000033010033000000700000W0000JAN PREKOZINATUA         0000000000600000000000            00
50000034010034000000500000U0000KONTXERBAK               0000000000600000000000            00
50000035010035000000100000W0000TXEKORRA                 0000000000600000000000            00
50000036010036000000201200W0000pavo pechuga             0000000000600000000000            00
50000037010037000000103800W0000SOLOMILLO TERNERA        0000000000600000000000            00
50000038010038000000102150W0000TXULETA TERNERA          0000000000600000000000            00
50000039010039000000100900W0000PETXO                    0000000000600000000000            00
50000040010040000000101250W0000TXEKOR KOSTILLA          0000000000600000000000            00
50000041010041000000602000W0000PAVO FIAMBRE             0000000000600000000000            00
50000042010042000000601800W0000JAMON YORK               0000000000600000000000            00
50000043010043000000601700W0000BASURDE BURUA            0000000000600000000000            00
50000044010044000000301200W0000SALTXITXAK               0000000000600000000000            00
50000045010045000000401200W0000HAMBURGUESAK             0000000000600000000000            00
50000046010046000000401340W0000MONDEJU                  0000000000600000000000            00
50000047010047000000401100W0000MORCILLA                 0000000000600000000000            00
50000048010048000000701450W0000TXERRI HANKAK            0000000000600000000000            00
50000049010049000000701500W0000ALBONDIGAK               0000000000600000000000            00
50000050010050000000701500W0000ENSALADILLA              0000000000600000000000            00
50000051010051000000701500W0000LASANA HARAGINA          0000000000600000000000            00
50000052010052000000701590W0000LASANA ESPINAKA          0000000000600000000000            00
50000053010053000000701995W0000REDONDO SALTXAN          0000000000600000000000            00
50000054010054000000702500W0000BAKAILOA PIL PIL         0000000000600000000000            00
50000055010055000000401050W0000UNTXIA                   0000000000600000000000            00
50000056010056000000300980W0000TXERRI TXULETA           0000000000600000000000            00
50000057010057000000300980W0000TXERRI KOSTILLA          0000000000600000000000            00
50000058010058000000101800W0000KADERA                   0000000000600000000000            00
50000059010059000000301390W0000XOLOMO FRESKOA           0000000000600000000000            00
50000060010060000000301500W0000XOLOMO ADOBATUA          0000000000600000000000            00
50000061010061000000301100W0000SAHIESKI ADOBATUA        0000000000600000000000            00
50000062010062000000101600W0000MINGAINA EGOSIA          0000000000600000000000            00
50000063010063000000101050W0000MINGAINA FRESKOA         0000000000600000000000            00
50000064010064000000101450W0000ISATSA                   0000000000600000000000            00
50000065010065000000101450W0000KARRILERAK               0000000000600000000000            00
50000066010066000000401500W0000SAN JAKOBO               0000000000600000000000            00
50000067010067000000401750W0000JAKOBITO                 0000000000600000000000            00
50000068010068000000401800W0000PETXUGA BEXAMELAKIN      0000000000600000000000            00
50000069010069000000301500W0000TXERRI AZPIZUNA          0000000000600000000000            00
50000070010070000000300980W0000TXERRI XERRA             0000000000600000000000            00
50000071010071000000300840W0000KABEZADA                 0000000000600000000000            00
50000072010072000000702200W0000CARRILLERAS SALTXAN      0000000000600000000000            00
50000073010073000000900870W0000KODILLO                  0000000000600000000000            00
50000074010074000000902100W0000LOMO BACALADO            0000000000600000000000            00
