C;000;01;01;0620758;2300100-00620725       ;17:36;06/11/24;16;01;101;PI09544671002   ;0;00421260;012;002;00421904;0000;0400;1000;2100;0500;00000000;00383650;00020240;00000000;00000000;00000000;00015346;00002024;000000000;00000000;00000000;00000002;00019815;00;             ;                    
C;000;01;01;0620757;                       ;17:27;06/11/24;64;14;101;0               ;0;00003736;001;000;00003736;0000;0400;1000;2100;0500;00000000;00000000;00000000;00000000;00000000;00000000;00000000;00000000;000000000;00000000;00000000;00000000;00002335;00;             ;                    
