ART 030706,002697,VINO BLANCO 2L           ,001,0000,000,002697,0000180,000000001,000000000,000000180,0000000,0000000,01
ART 030706,000046,JUDIA PERONA KG.         ,001,0000,001,000046,0000490,000000000,000004345,000002128,0000000,0000000,01
ART 030706,000024,CEBOLLA SECA KG.         ,001,0000,001,000024,0000080,000000000,000006355,000000508,0000000,0000000,01
ART 030706,000487,PLATANO KG.              ,001,0000,002,000487,0000195,000000000,000017795,000003467,0000000,0000000,01
ART 030706,000059,PATATA MONALISA KG.      ,001,0000,001,000059,0000140,000000000,000006115,000000856,0000000,0000000,01
ART 030706,000081,ZANAHORIA KG.            ,001,0000,001,000081,0000099,000000000,000004705,000000464,0000000,0000000,01
ART 030706,000471,PERA CASTELLS            ,001,0000,002,000471,0000325,000000000,000005870,000001907,0000000,0000000,01
ART 030706,000076,TOMATE MADURO KG.        ,001,0000,001,000076,0000120,000000000,000009045,000001086,0000000,0000000,01
ART 030706,000396,LAUREL                   ,001,0000,000,000396,0000113,000000002,000000000,000000226,0000000,0000000,01
ART 030706,004834,MELON GALLO              ,001,0000,002,000459,0000140,000000000,000026235,000003672,0000000,0000000,01
ART 030706,004844,SANDIA GALLO POLEN       ,001,0000,002,003491,0000095,000000000,000057745,000005486,0000000,0000000,01
ART 030706,000453,MELOCOTON PARAGUAYO      ,001,0000,002,000453,0000450,000000000,000002265,000001019,0000000,0000000,01
ART 030706,000413,CIRUELA NEGRA            ,001,0000,002,000413,0000280,000000000,000004635,000001299,0000000,0000000,01
ART 030706,000268,REPOSTERIA GRA           ,001,0000,000,000268,0000580,000000000,000000915,000000549,0000000,0000000,01
ART 030706,000267,REPOSTERIA BOLSA         ,001,0000,000,000267,0000058,000000001,000000000,000000058,0000000,0000000,01
ART 030706,000487,PLATANO KG.              ,001,0000,002,000487,0000195,000000000,000013355,000002607,0000000,0000000,01
ART 030706,000220,SARDINA COSTA            ,001,0000,000,000220,0000040,000000014,000000000,000000560,0000000,0000000,01
ART 030706,000219,ARENQUE                  ,001,0000,000,000219,0000070,000000009,000000000,000000630,0000000,0000000,01
