0000000001010010001PIERNA IB.BELL.EXTR.CORTE0020015U            0000202
0000000002010010001PIERNA IB.BELL.EXTR.CORTE0020015U            0000M02
0000000001010010001PIERNA IB.BELL.EXTR.CORTE0020015U            0000A02
0000000001010010001PIERNA IB.BELL.EXTR.CORTE0020015U            0000B02
