C0000101006207582300100-00620725       17:3606/11/241601101PI09544671002   00042126001200200421904000004001000210005000000000000383650000202400000000000000000000000000001534600002024000000000000000000000000000000020001981500                                 
C000010100620757                       17:2706/11/2464141010               00000373600100000003736000004001000210005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000233500                                 
